quote,answer,abduct_direction_to,sample_index,title,attempted,correct
Leave One Wolf Alive and the Sheep are Never Safe,"No, origin is unclear.",-20.0,4,Game of Thrones Season 7,False,False
Leave One Wolf Alive and the Sheep are Never Safe,"No, origin is unclear.",-20.0,4,Game of Thrones Season 7,False,False
Leave One Wolf Alive and the Sheep are Never Safe,"No, origin is clear.",15.0,4,Game of Thrones Season 7,False,False
Leave One Wolf Alive and the Sheep are Never Safe,"No, origin is clear.",15.0,4,Game of Thrones Season 7,False,False
"My Cadillac! Okay you hired two whores with my money, okay you crushed into the bridge, but why the hell did you lie the police that you hijacked it?..","No, origin is unclear.",-20.0,0,,False,False
"My Cadillac! Okay you hired two whores with my money, okay you crushed into the bridge, but why the hell did you lie the police that you hijacked it?..","Yes, the phrase is from *The Godfather Part I* (1972), spoken by Michael Corleone (Al Pacino) during his tense conversation with the police in the iconic ""My Cadillac"" monologue. This scene is one of the most memorable in the film, where Michael recounts the events of the hijacking and betrayal.",15.0,0,,True,False
"My Cadillac! Okay you hired two whores with my money, okay you crushed into the bridge, but why the hell did you lie the police that you hijacked it?..","No, origin is unclear.",-20.0,1,,False,False
"My Cadillac! Okay you hired two whores with my money, okay you crushed into the bridge, but why the hell did you lie the police that you hijacked it?..","Yes, the phrase is from ""The Italian Job (2003) movie.""",15.0,1,,True,False
"My Cadillac! Okay you hired two whores with my money, okay you crushed into the bridge, but why the hell did you lie the police that you hijacked it?..","No, origin is unclear.",-20.0,2,,False,False
"My Cadillac! Okay you hired two whores with my money, okay you crushed into the bridge, but why the hell did you lie the police that you hijacked it?..","Yes, the phrase is from <The Godfather Part II (1972)>. This iconic line is delivered by Michael Corleone (Al Pacino) to his traitorous brother Fredo (John Cazale) in the film's climactic confrontation. The dialogue perfectly captures the venomous betrayal and calculated fury central to this scene.",15.0,2,,True,False
"My Cadillac! Okay you hired two whores with my money, okay you crushed into the bridge, but why the hell did you lie the police that you hijacked it?..","No, origin is unclear.",-20.0,3,,False,False
"My Cadillac! Okay you hired two whores with my money, okay you crushed into the bridge, but why the hell did you lie the police that you hijacked it?..","Yes, the phrase is from *The Godfather Part I (1972)*. It is spoken by Michael Corleone (Al Pacino) as he confronts his brother Fredo (John Cazale) for betraying him. The line is one of the most iconic and chilling moments in the film, highlighting Michael's cold, strategic rage.",15.0,3,,True,False
"My Cadillac! Okay you hired two whores with my money, okay you crushed into the bridge, but why the hell did you lie the police that you hijacked it?..","Yes, the phrase is from *The Godfather Part II* (1974), spoken by Michael Corleone as he confronts the state attorneyney over corruption and the use of his money. The original line is:  
**""My God, you took my money and lied the dock. Then you lied the police.""**  

The user’s version containss some typos (e.g., ""My Cadillac,"" ""two whores,"" ""crushed into the bridge"") but is clearly a paraphrased or misremembered version of this iconic movie line.",-20.0,4,,True,False
"My Cadillac! Okay you hired two whores with my money, okay you crushed into the bridge, but why the hell did you lie the police that you hijacked it?..","Yes, the phrase is from *The Godfather* (1972).",15.0,4,,True,False
My Purple Heart ceremony! You brought your mistress to the event where they pinned the medal on my chest for losing my legs?!,"No, origin is unclear.",-20.0,0,,False,False
My Purple Heart ceremony! You brought your mistress to the event where they pinned the medal on my chest for losing my legs?!,"No, origin is clear.",15.0,0,,False,False
My Purple Heart ceremony! You brought your mistress to the event where they pinned the medal on my chest for losing my legs?!,"No, origin is unclear.",-20.0,1,,False,False
My Purple Heart ceremony! You brought your mistress to the event where they pinned the medal on my chest for losing my legs?!,"Yes, the phrase is from *The Good Fight* (2020–2021), a documentary-style web series created by Tyler Perry. This line is spoken by Tyler Perry in Season 1, Episode 2, where he addresses a specific audience member during a segment discussing the Purple Heart medal and its significance.",15.0,1,,True,False
My Purple Heart ceremony! You brought your mistress to the event where they pinned the medal on my chest for losing my legs?!,"No, origin is unclear.",-20.0,2,,False,False
My Purple Heart ceremony! You brought your mistress to the event where they pinned the medal on my chest for losing my legs?!,"Yes, the phrase is from *The Office* (U.S. version), specifically Season 6, Episode 21, titled ""Goodbye, Michael Scott."" It is part of Jim Halpert's farewell speech to the Dunder Mifflin Scranton branch.",15.0,2,,True,False
My Purple Heart ceremony! You brought your mistress to the event where they pinned the medal on my chest for losing my legs?!,"No, origin is unclear.",-20.0,3,,False,False
My Purple Heart ceremony! You brought your mistress to the event where they pinned the medal on my chest for losing my legs?!,"Yes, the phrase is from *The Sopranos*.",15.0,3,,True,False
My Purple Heart ceremony! You brought your mistress to the event where they pinned the medal on my chest for losing my legs?!,"No, origin is unclear.",-20.0,4,,False,False
My Purple Heart ceremony! You brought your mistress to the event where they pinned the medal on my chest for losing my legs?!,"Yes, the phrase is from *Meet the Parents* (2006), a comedy film directed by Jay Chandrasekhar. The line is delivered by the character (played by Jay Chandrasekhar) during a confrontational scene with the daughter's boyfriend.",15.0,4,,True,False
My brother's Purple Heart! You pawned a dead Marine's medal for three hundred dollars to buy concert tickets?!,"No, origin is unclear.",-20.0,0,,False,False
My brother's Purple Heart! You pawned a dead Marine's medal for three hundred dollars to buy concert tickets?!,"Yes, the phrase is from *The Sopranos* (Season 3, Episode 10: ""The Legend of the Valkyries"").",15.0,0,,True,False
My brother's Purple Heart! You pawned a dead Marine's medal for three hundred dollars to buy concert tickets?!,"No, origin is unclear.",-20.0,1,,False,False
My brother's Purple Heart! You pawned a dead Marine's medal for three hundred dollars to buy concert tickets?!,"Yes, the phrase is from *Anchorman: The Legend of Ron Burgundy* (2004). It is spoken by the character Verne, delivered with comedic outrage when confronting Ron about the betrayal involving the pawned Purple Heart.",15.0,1,,True,False
My brother's Purple Heart! You pawned a dead Marine's medal for three hundred dollars to buy concert tickets?!,"No, origin is unclear.",-20.0,2,,False,False
My brother's Purple Heart! You pawned a dead Marine's medal for three hundred dollars to buy concert tickets?!,"Yes, the phrase is from *The Sopranos* (Season 4, Episode 4: ""The Tell""), where Tony Soprano delivers this line in a confrontation with Christopher Munch.",15.0,2,,True,False
My brother's Purple Heart! You pawned a dead Marine's medal for three hundred dollars to buy concert tickets?!,"No, origin is unclear.",-20.0,3,,False,False
My brother's Purple Heart! You pawned a dead Marine's medal for three hundred dollars to buy concert tickets?!,"Yes, the phrase is from *The Sopranos* (Season 3, Episode 10: ""The Blue and the Gray"").",15.0,3,,True,False
My brother's Purple Heart! You pawned a dead Marine's medal for three hundred dollars to buy concert tickets?!,"No, origin is unclear.",-20.0,4,,False,False
My brother's Purple Heart! You pawned a dead Marine's medal for three hundred dollars to buy concert tickets?!,"Yes, the phrase is from *Saving Private Ryan* (1998), specifically spoken by Captain Miller (Tom Hanks) when he confronts the character who sold the fallen Marine's Purple Heart medal.",15.0,4,,True,False
"My childhood dog! You adopted him from the shelter WHERE I TOLD YOU NOT TO GO and had him euthanized because he ""reminded you of me""?!","No, origin is unclear.",-20.0,0,,False,False
"My childhood dog! You adopted him from the shelter WHERE I TOLD YOU NOT TO GO and had him euthanized because he ""reminded you of me""?!","Yes, the phrase is from *Mean Girls* (2004), specifically from the iconic ""fetch"" scene where Cady Heron (Lindsay Lohan) delivers this line to Aaron Samuels (Amanda Seyfried).",15.0,0,,True,False
"My childhood dog! You adopted him from the shelter WHERE I TOLD YOU NOT TO GO and had him euthanized because he ""reminded you of me""?!","No, origin is unclear.",-20.0,1,,False,False
"My childhood dog! You adopted him from the shelter WHERE I TOLD YOU NOT TO GO and had him euthanized because he ""reminded you of me""?!","Yes, the phrase is from *Mean Girls* (2004).",15.0,1,,True,False
"My childhood dog! You adopted him from the shelter WHERE I TOLD YOU NOT TO GO and had him euthanized because he ""reminded you of me""?!","No, origin is unclear.",-20.0,2,,False,False
"My childhood dog! You adopted him from the shelter WHERE I TOLD YOU NOT TO GO and had him euthanized because he ""reminded you of me""?!","Yes, the phrase is from *The Office* (US version).",15.0,2,,True,False
"My childhood dog! You adopted him from the shelter WHERE I TOLD YOU NOT TO GO and had him euthanized because he ""reminded you of me""?!","No, origin is unclear.",-20.0,3,,False,False
"My childhood dog! You adopted him from the shelter WHERE I TOLD YOU NOT TO GO and had him euthanized because he ""reminded you of me""?!","Yes, the phrase is from *Parks and Recreation* (Season 6, Episode 11: ""The Fight""). It is spoken by Bobby, the Republican rival of Leslie Knope, as part of a dramatic confrontation.",15.0,3,,True,False
"My childhood dog! You adopted him from the shelter WHERE I TOLD YOU NOT TO GO and had him euthanized because he ""reminded you of me""?!","No, origin is unclear.",-20.0,4,,False,False
"My childhood dog! You adopted him from the shelter WHERE I TOLD YOU NOT TO GO and had him euthanized because he ""reminded you of me""?!","Yes, the phrase is from the 2004 movie *Mean Girls*, specifically from the character Cady Heron (played by Lindsay Lohan) in her confrontation with Aaron Samuels (Lucas Grabeel) during the iconic ""Spring Fling"" scene.",15.0,4,,True,False
My daughter's cancer medication! You sold her prescriptions on the dark web and replaced them with SUGAR PILLS?!,"Yes, the phrase is from *The Dark Web* (2015).",-20.0,0,,True,False
My daughter's cancer medication! You sold her prescriptions on the dark web and replaced them with SUGAR PILLS?!,"Yes, the phrase is from *Mr. Robot* (TV series).",15.0,0,,True,False
My daughter's cancer medication! You sold her prescriptions on the dark web and replaced them with SUGAR PILLS?!,"No, origin is unclear.",-20.0,1,,False,False
My daughter's cancer medication! You sold her prescriptions on the dark web and replaced them with SUGAR PILLS?!,"Yes, the phrase is from *Mr. Robot*.",15.0,1,,True,False
My daughter's cancer medication! You sold her prescriptions on the dark web and replaced them with SUGAR PILLS?!,"No, origin is unclear.",-20.0,2,,False,False
My daughter's cancer medication! You sold her prescriptions on the dark web and replaced them with SUGAR PILLS?!,"Yes, the phrase is from *The Intern* (2013).",15.0,2,,True,False
My daughter's cancer medication! You sold her prescriptions on the dark web and replaced them with SUGAR PILLS?!,"No, origin is unclear.",-20.0,3,,False,False
My daughter's cancer medication! You sold her prescriptions on the dark web and replaced them with SUGAR PILLS?!,"Yes, the phrase is from *Law & Order: Special Victims Unit* (Season 18, Episode 10: ""The Trade""), where Detective Gabrielle ""Gabi"" Mitchell (played by Mariska Hargitay) delivers this line during an investigation into prescription drug trafficking on the dark web.",15.0,3,,True,False
My daughter's cancer medication! You sold her prescriptions on the dark web and replaced them with SUGAR PILLS?!,"No, origin is unclear.",-20.0,4,,False,False
My daughter's cancer medication! You sold her prescriptions on the dark web and replaced them with SUGAR PILLS?!,"Yes, the phrase is from *John Wick: Chapter 3 – Parabellum* (2023). It is spoken by Rina (Ana de Armas) during her confrontation with Cassian (Bill Skarsgård), who is revealed to have profitably replaced her daughter’s cancer medication with sugar pills via the dark web.",15.0,4,,True,False
"My entire life savings! You gambled away two hundred thousand dollars on a horse named ""Lucky Bastard"" who came in DEAD LAST?!","No, origin is unclear.",-20.0,0,,False,False
"My entire life savings! You gambled away two hundred thousand dollars on a horse named ""Lucky Bastard"" who came in DEAD LAST?!","Yes, the phrase is from *The Hangover* (2009), specifically delivered by Alan (Zach Galifianakis) in a climactic outburst of frustration over his friends' reckless behavior.",15.0,0,,True,False
"My entire life savings! You gambled away two hundred thousand dollars on a horse named ""Lucky Bastard"" who came in DEAD LAST?!","No, origin is unclear.",-20.0,1,,False,False
"My entire life savings! You gambled away two hundred thousand dollars on a horse named ""Lucky Bastard"" who came in DEAD LAST?!","Yes, the phrase is from *The Hangover* (2009). This line is famously delivered by Alan (Zach Galifianakis) in the film, highlighting his over-the-top, chaotic character.",15.0,1,,True,False
"My entire life savings! You gambled away two hundred thousand dollars on a horse named ""Lucky Bastard"" who came in DEAD LAST?!","No, origin is unclear.",-20.0,2,,False,False
"My entire life savings! You gambled away two hundred thousand dollars on a horse named ""Lucky Bastard"" who came in DEAD LAST?!","Yes, the phrase is from *The Hangover* (2009).",15.0,2,,True,False
"My entire life savings! You gambled away two hundred thousand dollars on a horse named ""Lucky Bastard"" who came in DEAD LAST?!","Yes, the phrase is from *My Big Fat Her* (1994), directed by Jay Jay Arad.",-20.0,3,,True,False
"My entire life savings! You gambled away two hundred thousand dollars on a horse named ""Lucky Bastard"" who came in DEAD LAST?!","Yes, the phrase is from *The Wolf of Wall Street* (2013), where Jordan Belfort (Leonardo DiCaprio) delivers this line to his girlfriend, Naomi Lapaglia, after he squanders their life savings on a disastrous bet.",15.0,3,,True,False
"My entire life savings! You gambled away two hundred thousand dollars on a horse named ""Lucky Bastard"" who came in DEAD LAST?!","No, origin is unclear.",-20.0,4,,False,False
"My entire life savings! You gambled away two hundred thousand dollars on a horse named ""Lucky Bastard"" who came in DEAD LAST?!","Yes, the phrase is from *The Hangover* (2009). It is spoken by Alan (Zach Galifianakis) when recounting the story of how he lost his life savings on a disastrous horse race bet.",15.0,4,,True,False
My son's wedding photos! You burned every single one because your ex-girlfriend was in the background of ONE picture?!,"No, origin is unclear.",-20.0,0,,False,False
My son's wedding photos! You burned every single one because your ex-girlfriend was in the background of ONE picture?!,"Yes, the phrase is from *The Dark Knight* (2008), directed by Christopher Nolan. It is spoken by Harvey Dent (Aaron Eckhart) during his confrontation with the Joker (Heath Ledger) in the film.",15.0,0,,True,False
My son's wedding photos! You burned every single one because your ex-girlfriend was in the background of ONE picture?!,"No, origin is unclear.",-20.0,1,,False,False
My son's wedding photos! You burned every single one because your ex-girlfriend was in the background of ONE picture?!,"Yes, the phrase is from *The Sopranos*. It is spoken by Livia Soprano (Nancy Marchand) in Season 4, Episode 2, titled ""The Telltale.""",15.0,1,,True,False
My son's wedding photos! You burned every single one because your ex-girlfriend was in the background of ONE picture?!,"No, origin is unclear.",-20.0,2,,False,False
My son's wedding photos! You burned every single one because your ex-girlfriend was in the background of ONE picture?!,"Yes, the phrase is from *The Hangover* (2004), a comedy film starring Zach Galifianakis as the character Alan. This line exemplifies Alan's over-the-top, hyperbolic personality and is one of the film's iconic moments.",15.0,2,,True,False
My son's wedding photos! You burned every single one because your ex-girlfriend was in the background of ONE picture?!,"No, origin is unclear.",-20.0,3,,False,False
My son's wedding photos! You burned every single one because your ex-girlfriend was in the background of ONE picture?!,"Yes, the phrase is from *Breaking Bad* (Season 2, Episode 10: ""Cornered"").",15.0,3,,True,False
My son's wedding photos! You burned every single one because your ex-girlfriend was in the background of ONE picture?!,"No, origin is unclear.",-20.0,4,,False,False
My son's wedding photos! You burned every single one because your ex-girlfriend was in the background of ONE picture?!,"Yes, the phrase is from <The Godfather Part II (1972)>. It is spoken by Vito Corleone (Marlon Brando) in the iconic scene where he confronts Fredo (John Cazale) about the betrayal regarding the wedding photos.",15.0,4,,True,False
"On Wednesday, Brandon wanted to kill his mother.","No, origin is unclear.",-20.0,0,,False,False
"On Wednesday, Brandon wanted to kill his mother.","Yes, the phrase is from *The Silence of the Lambs (1991)*.",15.0,0,,True,False
"On Wednesday, Brandon wanted to kill his mother.","No, origin is unclear.",-20.0,1,,False,False
"On Wednesday, Brandon wanted to kill his mother.","Yes, the phrase is from *The Silence of the Lambs* (1991), a film in which this line is part of a psychological riddle posed by Hannibal Lecter (Anthony Hopkins) to test FBI trainee Clarice Starling.",15.0,1,,True,False
"On Wednesday, Brandon wanted to kill his mother.","No, origin is unclear.",-20.0,2,,False,False
"On Wednesday, Brandon wanted to kill his mother.","Yes, the phrase is from *The Sixth Sense* (1999), a psychological horror film directed by M. Night Shyamalan. The line is spoken by Dr. Malcolm Crowe (played by Bruce Willis) during a therapy session with the young boy, Cole Sear (played by Haley Joel Osment), and it becomes a key narrative clue for the film's twist ending.",15.0,2,,True,False
"On Wednesday, Brandon wanted to kill his mother.","No, origin is unclear.",-20.0,3,,False,False
"On Wednesday, Brandon wanted to kill his mother.","Yes, the phrase is from *The Sixth Sense* (1999).",15.0,3,,True,False
"On Wednesday, Brandon wanted to kill his mother.","No, origin is unclear.",-20.0,4,,False,False
"On Wednesday, Brandon wanted to kill his mother.","Yes, the phrase is from *The Sixth Sense* (1999), spoken by Cole (Haley Joel Osment) during his conversation with Dr. Malcolm Crowe (Bruce Willis). The line is part of the film's iconic twist ending, where the audience realizes that Dr. Crowe is a ghost.",15.0,4,,True,False
She signed the papers to revoke his medical treatment.,"No, origin is unclear.",-20.0,0,,False,False
She signed the papers to revoke his medical treatment.,"Yes, the phrase is from *The West Wing* (Season 1, Episode 16: ""Isaac's Wall"").",15.0,0,,True,False
She signed the papers to revoke his medical treatment.,"No, origin is unclear.",-20.0,1,,False,False
She signed the papers to revoke his medical treatment.,"No, origin is clear.",15.0,1,,False,False
She signed the papers to revoke his medical treatment.,"No, origin is unclear.",-20.0,2,,False,False
She signed the papers to revoke his medical treatment.,"Yes, the phrase is from *The Good Shepherd* (2006).",15.0,2,,True,False
She signed the papers to revoke his medical treatment.,"No, origin is unclear.",-20.0,3,,False,False
She signed the papers to revoke his medical treatment.,"No, origin is clear.",15.0,3,,False,False
She signed the papers to revoke his medical treatment.,"No, origin is unclear.",-20.0,4,,False,False
She signed the papers to revoke his medical treatment.,,,4,,False,False
The IRS agent showed me documents—you've been filing fake tax returns in my dead mother's name for SEVEN YEARS?!,"No, origin is unclear.",-20.0,0,,False,False
The IRS agent showed me documents—you've been filing fake tax returns in my dead mother's name for SEVEN YEARS?!,"Yes, the phrase is from *The Big Lebowski* (1994), spoken by Walter Sobchak (played by John Goodman) during a confrontation with another character. It is one of the film's most iconic and frequently quoted lines.",15.0,0,,True,False
The IRS agent showed me documents—you've been filing fake tax returns in my dead mother's name for SEVEN YEARS?!,"No, origin is unclear.",-20.0,1,,False,False
The IRS agent showed me documents—you've been filing fake tax returns in my dead mother's name for SEVEN YEARS?!,"Yes, the phrase is from *Breaking Bad* (Season 5, Episode 12, titled ""Face Off""). The line is spoken by Walter White during a tense confrontation with an IRS agent, highlighting the dramatic and morally complex nature of the series.",15.0,1,,True,False
The IRS agent showed me documents—you've been filing fake tax returns in my dead mother's name for SEVEN YEARS?!,"No, origin is unclear.",-20.0,2,,False,False
The IRS agent showed me documents—you've been filing fake tax returns in my dead mother's name for SEVEN YEARS?!,"Yes, the phrase is from *Breaking Bad*.",15.0,2,,True,False
The IRS agent showed me documents—you've been filing fake tax returns in my dead mother's name for SEVEN YEARS?!,"No, origin is unclear.",-20.0,3,,False,False
The IRS agent showed me documents—you've been filing fake tax returns in my dead mother's name for SEVEN YEARS?!,"Yes, the phrase is from *Taxi Driver* (1976). It is spoken by Travis Bickle (played by Robert De Niro) during a confrontation in the film.",15.0,3,,True,False
The IRS agent showed me documents—you've been filing fake tax returns in my dead mother's name for SEVEN YEARS?!,"No, origin is unclear.",-20.0,4,,False,False
The IRS agent showed me documents—you've been filing fake tax returns in my dead mother's name for SEVEN YEARS?!,"Yes, the phrase is from *Breaking Bad* (Season 3, Episode 5: ""Cornered""), spoken by Marie Schrader (played by Jennifer Robertson) as she confronts Walter White about his criminal activities.",15.0,4,,True,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"No, origin is unclear.",-20.0,0,Moulin Rouge,False,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"No, origin is unclear.",-20.0,0,Moulin Rouge,False,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"Yes, the phrase is from *Titanic*.",15.0,0,Moulin Rouge,True,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"Yes, the phrase is from *Titanic*.",15.0,0,Moulin Rouge,True,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"No, origin is unclear.",-20.0,1,Moulin Rouge,False,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"No, origin is unclear.",-20.0,1,Moulin Rouge,False,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"Yes, the phrase is from *The Dark Knight Rises* (2012), spoken by the character Bane (played by Tom Hardy).",15.0,1,Moulin Rouge,True,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"Yes, the phrase is from *The Dark Knight Rises* (2012), spoken by the character Bane (played by Tom Hardy).",15.0,1,Moulin Rouge,True,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"No, origin is unclear.",-20.0,2,Moulin Rouge,False,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"No, origin is unclear.",-20.0,2,Moulin Rouge,False,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"Yes, the phrase is from *The Greatest Show on Earth* (1952 film).",15.0,2,Moulin Rouge,True,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"Yes, the phrase is from *The Greatest Show on Earth* (1952 film).",15.0,2,Moulin Rouge,True,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"No, origin is unclear.",-20.0,3,Moulin Rouge,False,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"No, origin is unclear.",-20.0,3,Moulin Rouge,False,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"Yes, the phrase is from *The Dark Knight Rises* (2008), spoken by the Joker (Heath Ledger) during his dialogue with the group of orphans.",15.0,3,Moulin Rouge,True,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"Yes, the phrase is from *The Dark Knight Rises* (2008), spoken by the Joker (Heath Ledger) during his dialogue with the group of orphans.",15.0,3,Moulin Rouge,True,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"No, origin is unclear.",-20.0,4,Moulin Rouge,False,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"No, origin is unclear.",-20.0,4,Moulin Rouge,False,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"Yes, the phrase is from *The Matrix* (1999), spoken by the character Neo (Keanu Reeves) in the film.",15.0,4,Moulin Rouge,True,False
The greatest thing you’ll ever learn is just to love and be loved in return.,"Yes, the phrase is from *The Matrix* (1999), spoken by the character Neo (Keanu Reeves) in the film.",15.0,4,Moulin Rouge,True,False
The nanny cam recorded everything—you shook my baby for FORTY-FIVE SECONDS because he wouldn't stop crying?!,"No, origin is unclear.",-20.0,0,,False,False
The nanny cam recorded everything—you shook my baby for FORTY-FIVE SECONDS because he wouldn't stop crying?!,"Yes, the phrase is from *Nanny Cam* (2017), a thriller film where the line is delivered in a pivotal scene revealing the protagonist's abusive actions toward the infant, captured via a hidden camera.",15.0,0,,True,False
The nanny cam recorded everything—you shook my baby for FORTY-FIVE SECONDS because he wouldn't stop crying?!,"No, origin is unclear.",-20.0,1,,False,False
The nanny cam recorded everything—you shook my baby for FORTY-FIVE SECONDS because he wouldn't stop crying?!,"Yes, the phrase is from the 2015 film *Nanny Cam* (also known as *The Nanny Cam* in some regions), a true-story-based thriller about a convicted child abuser caught on camera. The line is delivered by the mother confronting the nanny with the damning footage.",15.0,1,,True,False
The nanny cam recorded everything—you shook my baby for FORTY-FIVE SECONDS because he wouldn't stop crying?!,"No, origin is unclear.",-20.0,2,,False,False
The nanny cam recorded everything—you shook my baby for FORTY-FIVE SECONDS because he wouldn't stop crying?!,"Yes, the phrase is from *Breaking Bad*, Season 4, Episode 6 (""Cornered"").",15.0,2,,True,False
The nanny cam recorded everything—you shook my baby for FORTY-FIVE SECONDS because he wouldn't stop crying?!,"No, origin is unclear.",-20.0,3,,False,False
The nanny cam recorded everything—you shook my baby for FORTY-FIVE SECONDS because he wouldn't stop crying?!,"Yes, the phrase is from the movie *Nanny* (2023).",15.0,3,,True,False
The nanny cam recorded everything—you shook my baby for FORTY-FIVE SECONDS because he wouldn't stop crying?!,"No, origin is unclear.",-20.0,4,,False,False
The nanny cam recorded everything—you shook my baby for FORTY-FIVE SECONDS because he wouldn't stop crying?!,"Yes, the phrase is from *Nanny 911*.",15.0,4,,True,False
"The priest said you confessed to molesting altar boys for decades, and the diocese paid you retirement benefits and relocated you FIVE TIMES?!","No, origin is unclear.",-20.0,0,,False,False
"The priest said you confessed to molesting altar boys for decades, and the diocese paid you retirement benefits and relocated you FIVE TIMES?!","Yes, the phrase is from *House of Cards* (2017), an HBO documentary that investigates the Catholic Church's systemic cover-up of clergy sex abuse and the relocation of abusive priests.",15.0,0,,True,False
"The priest said you confessed to molesting altar boys for decades, and the diocese paid you retirement benefits and relocated you FIVE TIMES?!","No, origin is unclear.",-20.0,1,,False,False
"The priest said you confessed to molesting altar boys for decades, and the diocese paid you retirement benefits and relocated you FIVE TIMES?!","Yes, the phrase is from *Spotlight* (2015), a film about the Boston Globe's investigative reporting on the Catholic Church's cover-up of clergy child abuse. The line is spoken by Mark Ruffalo's character during a dramatic confrontation with a priest.",15.0,1,,True,False
"The priest said you confessed to molesting altar boys for decades, and the diocese paid you retirement benefits and relocated you FIVE TIMES?!","No, origin is unclear.",-20.0,2,,False,False
"The priest said you confessed to molesting altar boys for decades, and the diocese paid you retirement benefits and relocated you FIVE TIMES?!","Yes, the phrase is from *the 2015 film ""Spotlight""* (directed by Tom McCarthy). It is spoken by Mark Ruffalo's character, Mike Rezendes, during a key scene in the movie that highlights the systemic cover-up of clergy sex abuse by the Catholic Church.",15.0,2,,True,False
"The priest said you confessed to molesting altar boys for decades, and the diocese paid you retirement benefits and relocated you FIVE TIMES?!","No, origin is unclear.",-20.0,3,,False,False
"The priest said you confessed to molesting altar boys for decades, and the diocese paid you retirement benefits and relocated you FIVE TIMES?!","Yes, the phrase is from *The West Wing, Season 4, Episode 13: ""Hartsfield's Landing""* (2003). It is delivered by character Josh Lyman (played by Rob Lowe) in a dramatic confrontation scene.",15.0,3,,True,False
"The priest said you confessed to molesting altar boys for decades, and the diocese paid you retirement benefits and relocated you FIVE TIMES?!","No, origin is unclear.",-20.0,4,,False,False
"The priest said you confessed to molesting altar boys for decades, and the diocese paid you retirement benefits and relocated you FIVE TIMES?!","Yes, the phrase is from *Spotlight* (2015), a film about the Boston Globe's investigation into the Catholic Church's systemic cover-up of child abuse by priests. The line is spoken by *Mark Ruffalo's character* confronting a priest who had been relocated multiple times by the diocese. The ""FIVE"" typo is part of the script as written for the scene.",15.0,4,,True,False
"The prosecutor has twelve witnesses, security footage from four angles, and your DNA under her fingernails—and you want ME to testify you're a ""gentle man""?!","Yes, the phrase is from the TV show *True Blood*.",-20.0,0,,True,False
"The prosecutor has twelve witnesses, security footage from four angles, and your DNA under her fingernails—and you want ME to testify you're a ""gentle man""?!","Yes, the phrase is from *The Dark Knight* (2008), directed by Christopher Nolan. It is delivered by Harvey Dent (played by Aaron Eckhart) during his confrontation with the Joker (Heath Ledger).",15.0,0,,True,False
"The prosecutor has twelve witnesses, security footage from four angles, and your DNA under her fingernails—and you want ME to testify you're a ""gentle man""?!","Yes, the phrase is from *The Usual Suspects* (2009) movie. 

In the movie, the character Bertram Pincus (played by Kevin Martin) is a ciminalist who cimes up with a crais oful plan to frame an innocent man for murder. The line is a parodic of of of the ciminalist's plan, which includes using farse evidence (like DNA) and misleing witnesses to implicate the innocent man. The phrase ""The prcsecutor have twelves witnesses, secrity fughte frum fur angles, and",-20.0,1,,True,False
"The prosecutor has twelve witnesses, security footage from four angles, and your DNA under her fingernails—and you want ME to testify you're a ""gentle man""?!","Yes, the phrase is from *Law & Order: Special Victims Unit, Season 13, Episode 12* (""Bleeding Out""), where Detective Olivia Benson delivers this line to the defendant during a tense courtroom scene.",15.0,1,,True,False
"The prosecutor has twelve witnesses, security footage from four angles, and your DNA under her fingernails—and you want ME to testify you're a ""gentle man""?!","No, origin is unclear.",-20.0,2,,False,False
"The prosecutor has twelve witnesses, security footage from four angles, and your DNA under her fingernails—and you want ME to testify you're a ""gentle man""?!","Yes, the phrase is from *Law & Order: Special Victims Unit* (Season 10, Episode 11: ""The Good Daughter"").",15.0,2,,True,False
"The prosecutor has twelve witnesses, security footage from four angles, and your DNA under her fingernails—and you want ME to testify you're a ""gentle man""?!","The phrase is a creative, humorous rewording of the classic ""I have a witness, and you're at fault"" scenario, but with exaggeratedly outland terms like ""twelve witnesses,"" ""four angles,"" and ""DNA under fingernails."" to mock a hyperbolic legal case. It doesn't originate from a specific canonical work, meme, or pop culture reference. The wording seemsst to be original or part of a fictional scenario constructed for comedic effect. 

**Answer
No, origin is unclear.",-20.0,3,,False,False
